Total Population,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Fossil Fuel Consumption (%),Male life expectancy,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year
93763.0,6.828164939550949,11.0,20.153996565656563,8.449662337662337,1757603703.7037,1.5210220345151224,-58048180.0281111,32644444.4444444,2620.2462159809083,63.45225495047148,70.19851982378856,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2022
93219.0,6.365,11.0,20.153996565656563,8.449662337662337,1560518518.51852,1.5210220345151224,-63247469.7856726,30970370.3703704,2620.2462159809083,63.45225495047148,75.775,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2021
92664.0,5.961,11.0,20.153996565656563,8.449662337662337,1416348148.14815,1.5210220345151224,-19970020.9954021,30340740.7407407,2620.2462159809083,63.45225495047148,76.061,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2020
92117.0,5.865,11.0,20.153996565656563,8.449662337662337,1675403703.7037,1.5210220345151224,-80272308.7928041,29251851.8518519,2620.2462159809083,63.45225495047148,75.909,112.12223815918,39.5289465704209,104.976669311523,97.10596383516906,2019
91626.0,5.787,11.0,20.153996565656563,8.449662337662337,1604770370.37037,1.5210220345151224,-80226926.5161667,27877777.7777778,2620.2462159809083,63.45225495047148,75.724,112.091682434082,39.5289465704209,104.444442749023,97.10596383516906,2018
91119.0,5.746,11.0,20.153996565656563,8.449662337662337,1467955555.55556,1.5210220345151224,-76008652.8253848,26307407.4074074,2620.2462159809083,63.45225495047148,75.52,109.164749145508,39.5289465704209,107.80876159668,97.10596383516906,2017
90564.0,5.662,11.0,20.153996565656563,8.449662337662337,1436585185.18519,1.5210220345151224,-97102189.4466389,22525925.9259259,2620.2462159809083,63.45225495047148,75.366,106.868644714355,39.5289465704209,102.687744140625,97.10596383516906,2016
89941.0,5.649,11.0,20.153996565656563,8.449662337662337,1336692592.59259,1.5210220345151224,-84214020.1604341,21551851.8518519,2620.2462159809083,63.45225495047148,75.148,109.831062316895,39.5289465704209,100.388198852539,97.10596383516906,2015
89236.0,5.544,11.0,20.153996565656563,8.449662337662337,1249733333.33333,1.5210220345151224,-60754850.999427,20692592.5925926,2620.2462159809083,63.45225495047148,74.908,111.841667175293,39.5289465704209,119.137672424316,97.10596383516906,2014
88497.0,5.565,11.0,20.153996565656563,8.449662337662337,1181448148.14815,1.5210220345151224,-38660037.037037,23833333.3333333,2620.2462159809083,63.45225495047148,74.671,112.632629394531,39.5289465704209,114.097885131836,97.10596383516906,2013
87674.0,5.585,11.0,20.153996565656563,8.449662337662337,1199948148.14815,1.5210220345151224,-39626333.3333333,22785185.1851852,2620.2462159809083,63.45225495047148,74.476,113.029838562012,24.93044090271,95.5224081760743,97.10596383516906,2012
86729.0,5.624,11.0,20.153996565656563,8.449662337662337,1137637037.03704,1.5210220345151224,-35065111.1111111,21992592.5925926,2620.2462159809083,63.45225495047148,74.244,116.570022583008,15.0042104721069,119.079940795898,97.10596383516906,2011
85695.0,5.7,11.0,20.153996565656563,8.449662337662337,1148700000.0,1.5210220345151224,-27720333.3333333,18762962.962963,2620.2462159809083,63.45225495047148,73.959,119.558059692383,16.6028099060059,119.340660095215,97.10596383516906,2010
84534.0,5.727,11.0,20.153996565656563,8.449662337662337,1228329629.62963,1.5210220345151224,-50820296.2962963,18322222.2222222,2620.2462159809083,63.45225495047148,73.796,117.42163848877,14.8269901275635,103.817306518555,97.10596383516906,2009
83251.0,5.813,11.0,20.153996565656563,8.449662337662337,1370070370.37037,1.5210220345151224,-61084037.037037,21203703.7037037,2620.2462159809083,63.45225495047148,73.509,117.967552185059,39.5289465704209,109.444068908691,97.10596383516906,2008
82016.0,5.914,11.0,20.153996565656563,8.449662337662337,1312759259.25926,1.5210220345151224,-52667407.4074074,21081481.4814815,2620.2462159809083,0.0,73.277,115.968322753906,39.5289465704209,95.5224081760743,97.10596383516906,2007
80895.0,6.077,11.0,20.153996565656563,8.449662337662337,1157662962.96296,1.5210220345151224,-46743333.3333333,19125925.9259259,2620.2462159809083,0.0,72.972,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2006
79869.0,6.015,11.0,20.153996565656563,8.449662337662337,1022962962.96296,1.5210220345151224,-42040222.2222222,17966666.6666667,2620.2462159809083,0.0,73.07,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2005
78941.0,6.075,11.0,20.153996565656563,8.449662337662337,919729629.62963,1.5210220345151224,-45085333.3333333,14807407.4074074,2620.2462159809083,0.0,73.153,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2004
78075.0,6.142,11.0,20.153996565656563,8.449662337662337,856396296.296296,1.5210220345151224,-38696296.2962963,14970370.3703704,2620.2462159809083,63.45225495047148,72.742,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2003
77195.0,6.072,11.0,20.153996565656563,8.449662337662337,814381481.481481,1.5210220345151224,-41446703.7037037,14096296.2962963,2620.2462159809083,63.45225495047148,72.48,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2002
76215.0,6.305,11.0,20.153996565656563,8.449662337662337,800481481.481481,1.5210220345151224,-24788148.1481481,12914814.8148148,2620.2462159809083,63.45225495047148,71.912,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2001
75055.0,6.587,11.0,20.153996565656563,8.449662337662337,826370370.37037,1.5210220345151224,-44518888.8888889,13196296.2962963,2620.2462159809083,63.45225495047148,71.503,134.458557128906,39.5289465704209,95.5224081760743,97.10596383516906,2000
73821.0,6.734,11.0,20.153996565656563,8.449662337662337,766200000.0,1.5210220345151224,-23445185.1851852,12777777.7777778,2620.2462159809083,63.45225495047148,71.368,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,1999
72572.0,6.96,11.0,20.153996565656563,8.449662337662337,727859259.259259,1.5210220345151224,-21037037.037037,12129629.6296296,2620.2462159809083,63.45225495047148,71.058,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,1998
71218.0,7.104,10.87992125984252,20.153996565656563,8.449662337662337,680618518.518518,1.5210220345151224,-22155555.5555556,11700000.0,2620.2462159809083,63.45225495047148,71.087,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,1997
69798.0,7.257,10.87992125984252,20.153996565656563,8.449662337662337,633729629.62963,1.5210220345151224,-26218518.5185185,10237037.037037,2620.2462159809083,63.45225495047148,71.047,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,1996
68398.0,7.416,10.87992125984252,20.153996565656563,8.449662337662337,577281481.481481,1.5210220345151224,-26859259.2592593,9485185.18518518,2620.2462159809083,63.45225495047148,70.971,117.260597229004,39.5289465704209,95.5224081760743,97.10596383516906,1995
46234830.0,6.828164939550949,14.0,20.153996565656563,6.491,632770284408.51,1.5210220345151224,-11327950845.0085,40776787591.3056,2620.2462159809083,63.45225495047148,70.19851982378856,106.1287104573522,39.5289465704209,95.5224081760743,97.10596383516906,2022
45808747.0,8.955,14.0,19.95024,8.74,487227125385.641,1.5210220345151224,-9815440124.38405,34746802437.6762,2620.2462159809083,63.45225495047148,72.182,110.156112670898,107.130661010742,105.479530334473,97.10596383516906,2021
45376763.0,8.509,14.0,20.45702,11.46,385540406815.599,-8.10902704772269,-10004444283.1996,23627716411.4499,2620.2462159809083,63.45225495047148,72.546,110.617813110352,99.266227722168,103.837791442871,97.10596383516906,2020
44938712.0,7.6,14.0,20.15901,9.84,447754686715.081,-5.18459642018371,-17587891666.4229,23814083740.9461,2620.2462159809083,63.45225495047148,73.857,111.36531829834,95.0775527954102,100.38289642334,97.10596383516906,2019
44494502.0,7.68,14.0,20.21364,9.22,524819898586.906,-6.55850119704618,-18725847522.6456,23815691424.2425,2620.2462159809083,63.45225495047148,73.631,111.545608520508,90.9728317260742,100.281806945801,97.10596383516906,2018
44044811.0,7.692,14.0,20.66717,8.35,643628396190.388,4.60834230281147,-16427929421.7894,33672207201.4354,2620.2462159809083,63.45225495047148,73.526,111.681457519531,89.2329406738281,101.581809997559,97.10596383516906,2017
43590368.0,7.947,14.0,21.44575,8.109,557532317363.451,-3.12421939465929,-12280679462.563,34926978989.5764,2620.2462159809083,63.45225495047148,72.933,112.944267272949,86.6178817749023,106.544448852539,97.10596383516906,2016
43131966.0,7.543,14.0,22.1974,7.524,594749285413.212,4.0051994728682,-11133833326.6745,30669352553.9863,2620.2462159809083,63.45225495047148,73.294,113.778198242188,83.762580871582,106.053131103516,97.10596383516906,2015
42669500.0,7.447,13.0,22.20253,7.27,526319673731.638,-4.45635284809352,-10787432518.7927,35330279234.9601,3074.70207056563,87.7224074796892,73.424,113.961883544922,81.1694107055664,105.392601013184,97.10596383516906,2014
42202935.0,7.494,13.0,21.99271,7.1,552025140252.246,0.966808630859191,-11839391690.7098,33413631489.5722,2967.37655805218,88.9660644106576,73.011,114.509239196777,78.7686614990234,103.374931335449,97.10596383516906,2013
41733271.0,7.394,13.0,21.68005,7.22,545982375701.128,-2.66984037790708,-12908767215.1506,31567304377.5225,3000.60352326565,89.0249070672489,72.939,116.51634979248,78.4559097290039,103.75479888916,97.10596383516906,2012
41261490.0,7.51,13.0,21.91248,7.18,530158176673.789,7.90528441704019,-15153584627.747,37104359346.4786,2929.07502855568,88.8538111244916,72.841,117.463752746582,77.4296112060547,103.409629821777,97.10596383516906,2011
40788453.0,7.661,13.0,21.38885,7.71,423627422092.49,10.9708751567258,-14434953219.8032,30213817111.0998,2877.65265331343,89.503243212831,72.516,118.234718322754,74.1875305175781,103.408630371094,97.10596383516906,2010
40684338.0,7.41,13.0,21.17907,8.65,332976484577.619,-8.38122529415624,-10232156785.3141,17559926036.6081,2716.59821526407,89.6119931478185,72.694,118.401557922363,71.0374603271484,103.046852111816,97.10596383516906,2009
40273769.0,7.467,13.0,21.85891,7.84,361558037110.419,4.91948381540219,-8942556247.44473,26462268578.7967,2759.51327028767,90.6517893541905,72.276,118.43701171875,68.816291809082,102.386627197266,97.10596383516906,2008
39876111.0,7.748,13.0,21.66906,8.47,287530508430.568,11.2542751785242,-7536296704.70573,21427791191.1784,2443.84413515149,89.2253784916497,71.487,117.350616455078,66.9094467163086,98.6377868652344,97.10596383516906,2007
39476851.0,7.369,13.0,21.35088,10.08,232557260817.308,19.8348041125684,-7659784206.08108,16129176942.5676,2362.85310598862,88.653227962763,72.066,116.316131591797,67.1185913085938,95.8469924926758,97.10596383516906,2006
